6655	264	circles	2
75731	3882	takes great pleasure	3
42723	2062	of self-help books	2
34142	1603	making the proceedings more bizarre than actually amusing	1
55200	2752	as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody	3
74653	3828	may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother	3
150586	8207	The trappings of I Spy	2
46286	2252	poorly scripted ,	0
62099	3139	these women ,	2
24399	1109	will be put to sleep or bewildered by the artsy and often pointless visuals	0
123708	6643	broaches neo-Augustinian theology : Is God	2
45200	2196	the first film I 've ever seen that had no obvious directing involved	1
15217	654	was , by its moods , and by its subtly transformed star	3
47396	2310	led to their notorious rise	2
42650	2057	seems to want both , but succeeds in making neither .	1
89060	4629	be appreciated by anyone outside the under-10 set	1
18656	818	broken family	2
88686	4608	the life experiences	2
143177	7772	has a film 's title served such dire warning	1
35034	1647	if they want one	2
119032	6362	placed on any list of favorites	4
100903	5299	, the pulse never disappears entirely	2
125111	6724	a lumbering load	1
7667	310	intimate	2
37576	1786	, the movie runs a good race , one that will have you at the edge of your seat for long stretches . '	4
111520	5917	a rain coat shopping	2
77305	3976	, Fierce Grace reassures us that he will once again be an honest and loving one .	3
126561	6805	the , yes ,	2
139715	7581	caper movie	2
19314	848	with a few lingering animated thoughts	3
55197	2752	as well-written as Sexy Beast , not as gloriously flippant as Lock , Stock and Two Smoking Barrels , but stylish and moody and exceptionally well-acted .	3
135489	7316	telling you	2
135031	7290	Perhaps not since Nelson Eddy crooned his Indian Love Call to Jeanette MacDonald has there been a movie so unabashedly Canadian , not afraid to risk American scorn or disinterest .	2
108305	5732	of event movies than a spy thriller like The Bourne Identity	3
144417	7840	unusually assured	2
104301	5502	the stars seem to be in two different movies	2
59456	2999	The story the movie tells	2
90688	4721	a florid but ultimately vapid crime melodrama	1
126302	6789	's affecting , amusing , sad and reflective .	3
92295	4804	It 's horribly depressing and not very well done .	0
118275	6319	that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality	3
100270	5261	a confusing drudgery .	0
125025	6718	if it were subtler	2
89561	4658	Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun .	3
133937	7228	it 's hard to resist his pleas to spare wildlife and respect their environs	2
128619	6917	in a sequel you can refuse	2
82374	4254	making becalmed	2
91371	4752	sophisticates	2
43769	2121	the situation	2
54294	2698	win the band	2
133260	7189	most unexpected	2
73765	3772	the worst of the entire franchise	0
37595	1786	for long stretches	2
113271	6017	as it thinks it is and its comedy is generally mean-spirited	1
21411	957	effective in creating an atmosphere of dust-caked stagnation	1
149418	8132	raise audience 's spirits	3
119588	6394	Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation	2
104003	5484	is nobility of a sort	2
100411	5268	the multiple stories	2
110962	5879	so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film	1
86070	4456	both overstuffed and undernourished ... The film ca n't be called a solid success , although there 's plenty of evidence here to indicate Clooney might have better luck next time	0
4194	159	As a feature-length film , it wears out its welcome as tryingly as the title character .	1
43768	2121	no matter what	2
8901	371	do n't need to try very hard	1
149199	8118	trump card being the dreary mid-section of the film	1
154507	8446	the delight	2
70523	3595	to purge the world of the tooth and claw of human power	2
14741	635	Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note	4
144740	7856	never settles into the light-footed enchantment the material needs	1
2516	96	a rainbow	2
109662	5810	be swept away by the sheer beauty of his images	3
118831	6351	out talking about specific scary scenes or startling moments	2
32039	1500	comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives	3
71896	3670	that it ends up	2
132825	7162	There 's a delightfully quirky movie to be made from curling , but	3
128363	6906	are as mushy as peas	1
41418	1991	's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting '	3
95615	4993	for youngsters	2
43479	2101	conformity	2
63761	3227	bloodshed	2
102973	5427	is predictable at every turn .	1
104331	5504	entertaining , self-aggrandizing , politically motivated	3
88201	4581	what punk rock music	3
30236	1404	has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care ,	3
134436	7252	feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .	0
103532	5460	woe is the horror fan who opts to overlook this goofily endearing and well-lensed gorefest	2
65716	3331	no aspirations	1
85113	4402	is especially unfortunate in light of the fine work done by most of the rest of her cast	1
106495	5623	is a slapdash mess	0
40422	1933	have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood	3
87421	4535	The series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .	3
10737	456	Just bring on the Battle Bots , please !	3
49279	2411	a single character	2
27179	1251	that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times	0
19808	874	be fruitful	3
42497	2049	Proof once again	2
26300	1204	loud special-effects-laden extravaganzas	3
2842	109	Filmmaker Tian Zhuangzhuang	2
27326	1255	to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film	2
107752	5694	with a hugely enjoyable film about changing times , clashing cultures and the pleasures of a well-made pizza	3
140131	7604	other great documentaries	3
152729	8333	percentages all day	2
154651	8455	as captivating as the rowdy participants think it is	2
470	17	who inspired it	2
102555	5398	There may have been a good film in `` Trouble Every Day , '' but it is not what is on the screen .	1
42298	2037	have made	2
50229	2469	dazzle and	2
139060	7538	, featuring an Oscar-worthy performance by Julianne Moore .	3
109992	5825	, Frida gets the job done .	3
28962	1342	Call me a cynic ,	1
68969	3503	Wasabi	2
126731	6814	What makes How I Killed My Father compelling , besides its terrific performances , is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching .	4
76275	3915	resolutely without chills .	2
102122	5374	Eleven	2
149326	8126	promotes a reasonable landscape of conflict and	3
116172	6191	as naturally	3
25541	1167	shooting blanks	1
120874	6468	air on pay cable	2
21630	967	slight coming-of-age\/coming-out tale	2
105525	5572	with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set	1
39524	1887	thoroughly modern	2
55748	2788	enough vices to merit its 103-minute length	3
91880	4781	two fine actors , Morgan Freeman and	3
117784	6289	the German film industry	2
5848	233	bottom tier	1
131483	7084	in explaining the music and its roots	2
2160	82	well as	2
17132	743	melodrama and tiresome love triangles	1
133527	7204	bring new energy	3
75237	3859	islanders	2
85960	4447	feels like a promising work-in-progress	2
129607	6970	are enthralling	3
35381	1663	getting all excited about a chocolate eclair and	2
20985	938	The whole affair is as predictable as can be .	2
59357	2993	a strong thumbs up	4
26288	1204	Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas	2
117444	6267	is so film-culture referential that the final product is a ghost .	1
102638	5406	is a visually stunning rumination on love , memory , history and the war between art and commerce	4
64978	3288	ensemble casts	2
144639	7850	music business	2
116997	6241	loaded with credits like `` Girl in Bar # 3	2
64102	3243	funny thing	3
110357	5845	a precious and finely cut diamond	2
33498	1571	8 Movies Ago	2
71859	3667	How to Kill Your Neighbor 's Dog is slight but unendurable	1
124747	6703	otherwise mediocre	1
150601	8208	liked Klein 's other work	2
33420	1567	an unforced , rapid-fire delivery	3
78602	4045	fun and funny in the middle , though somewhat less hard-hitting	3
149946	8167	managing to steal a movie not only from charismatic rising star Jake Gyllenhaal but also from accomplished Oscar winners Susan Sarandon , Dustin Hoffman and Holly Hunter , yet newcomer Ellen Pompeo pulls off the feat with aplomb	3
8785	366	wonderful tale	4
145017	7876	during the first hour	2
107621	5688	an autopsy , the movie	1
121914	6534	This kiddie-oriented stinker is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater	0
129267	6951	have learned some sort of lesson	2
79984	4120	does n't merit it	1
54765	2726	realizes	2
132748	7158	Do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some .	3
134771	7275	every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny	1
40045	1917	telescope	2
139868	7589	, this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food .	3
7242	295	What puzzles me is the lack of emphasis on music in Britney Spears ' first movie .	2
117120	6248	stop flying	2
21597	966	its sleeve	2
44478	2155	a convincing brogue	3
13418	577	Chris Rock , ' ` Anthony Hopkins ' and ` terrorists	1
56059	2804	absorbing to American audiences	3
50622	2489	the cruel earnestness of the victorious revolutionaries	3
33173	1555	This is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one .	1
63104	3191	can channel one of my greatest pictures , Drunken Master	2
83039	4286	does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects	1
3108	117	that captures the innocence and budding demons within a wallflower	3
101871	5362	Creeps you out in high style	2
38464	1832	for some major alterations	3
21512	963	Salma Hayek and director Julie Taymor	2
44075	2135	been a thinking man 's monster movie	2
115628	6163	Israel in ferment	2
43066	2078	reactionary ideas	2
30499	1416	scary horror movie	3
22364	1008	appreciative of what the director was trying to do than of what he had actually done	2
43110	2082	builds gradually until you feel fully embraced by this gentle comedy	4
21613	966	Ferrera and	2
30068	1396	second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and	3
99805	5237	's Lovely and Amazing	4
149462	8135	fast-moving and	3
1393	51	Irish	2
60996	3082	director Michael Cacoyannis displays with somber earnestness in the new adaptation of The Cherry Orchard	3
79089	4072	a tough beauty	2
74656	3828	of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother	4
119309	6377	a tour de force , written and directed so quietly that it 's implosion rather than	2
27751	1274	vulgarity , sex scenes , and	1
618	22	political	2
136447	7377	do better elsewhere	1
91082	4738	what we feel	2
88834	4615	stars schticky Chris Rock and stolid Anthony Hopkins , who seem barely in the same movie .	1
82372	4254	cloudy	2
135371	7310	unusual , even nutty	2
70370	3586	is the recording industry in the current climate of mergers and downsizing	1
90894	4728	New Wave films	2
88837	4615	schticky Chris Rock and stolid Anthony Hopkins ,	1
31497	1474	of institutionalized slavery	2
88181	4580	clothed	2
65463	3316	Je-Gyu is	2
80895	4170	do well to cram earplugs	1
131326	7076	hoofing and crooning with the best of them	2
21182	948	self-conscious seams	2
142356	7724	Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .	3
4301	163	exotic creatures	3
125767	6757	sticks his mug in the window of the couple 's BMW	2
71736	3660	she 's appealingly manic and energetic .	3
117438	6266	sappy situations and dialogue	1
112764	5988	Elegantly crafted but emotionally cold , a puzzle whose intricate construction one can admire but is difficult to connect with on any deeper level .	1
45933	2234	Porky	2
67947	3449	be even worse than its title	0
50853	2501	might have fun in this cinematic sandbox	3
124147	6665	so vividly that the artist 's work may take on a striking new significance for anyone who sees the film	3
101566	5342	a city	2
107726	5693	about the life of song-and-dance-man Pasach ` ke Burstein and his family	2
150625	8209	invites	2
9187	383	slumming	1
28756	1332	Renner ?	2
136438	7377	Those seeking a definitive account of Eisenstein 's life	2
115033	6128	Fessenden has nurtured his metaphors at the expense of his narrative , but he does display an original talent .	3
65544	3320	the reunion	3
38234	1819	something terrible is going to happen	2
48762	2381	refracting	1
35757	1687	's so fascinating you wo n't be able to look away for a second .	4
89410	4648	manages to convince almost everyone that it was put on the screen , just for them	3
137697	7452	works on some levels and is certainly worth seeing at least once .	3
39314	1877	The emotion is impressively true for being so hot-blooded , and both leads are up to the task .	4
74109	3794	ruse	2
25346	1158	's a bad sign in a thriller when you instantly know whodunit	0
82499	4259	like a streetwise McLaughlin Group	2
40737	1952	Jr. 's	2
151777	8281	at its own breezy , distracted rhythms	2
29230	1353	A beautifully observed character piece .	4
79448	4092	bone-dry , mournfully brittle delivery	0
22537	1020	every cheesy scene	1
13531	581	ever explaining him	2
143914	7810	juvenile delinquent	1
149503	8137	never lacks in eye-popping visuals	3
86139	4459	Taiwanese auteur Tsai Ming-liang	2
56176	2815	is really a series of strung-together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another	2
100517	5273	mawkish dialogue	1
92953	4842	're engulfed by it	2
151719	8278	paints a picture of lives lived in a state of quiet desperation	2
792	29	vapid actor 's exercise	1
75820	3889	can only point the way -- but thank goodness for this signpost .	3
152155	8301	that 's far too tragic to merit such superficial treatment	1
71722	3660	Tambor and Clayburgh make an appealing couple -- he 's understated and sardonic	2
86239	4466	Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .	0
20752	926	Gorgeous to look at	4
93724	4887	that affirms the nourishing aspects of love and companionship	4
142666	7743	putrid it is not worth	1
68313	3467	trapped inside a huge video game	1
51909	2561	Arthur Dong 's	2
107638	5689	of all places -RRB-	2
121889	6531	thrills .	2
17542	760	develops	2
38454	1832	should have been sent back to the tailor for some major alterations .	2
5006	195	parallels	2
99283	5206	is admirable	3
40871	1957	this kind of whimsy	2
42084	2026	set in the world of lingerie models and bar dancers	3
38775	1849	some of the funniest jokes of any movie	4
142987	7761	exterior photography	2
14851	639	The filmmakers ' eye for detail and the high standards of performance	3
148740	8092	reminiscent of Gong Li and a vivid personality like Zhang Ziyi 's	2
38713	1845	Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .	0
123515	6632	by Axel Hellstenius	2
152158	8301	far too tragic	1
32583	1528	gawky actor	1
94928	4953	Liana	2
37036	1754	paunchy	2
119426	6386	just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart	4
30967	1443	often becomes	2
94321	4923	hurried	2
121286	6495	at female friendship , spiked with raw urban humor	3
45605	2216	is sketchy with actorish notations on the margin of acting	2
20808	929	Collateral Damage is trash	0
66150	3354	continue	2
28522	1318	brief amount	2
1250	46	though no	2
83900	4336	of Mr. Dong 's continuing exploration of homosexuality in America	2
144502	7845	than in creating an emotionally complex , dramatically satisfying heroine	3
128445	6910	Barney 's crushingly self-indulgent spectacle	1
9749	405	ensemble	2
142044	7705	tiny two seater plane	2
113548	6036	soul-searching spirit	2
57943	2920	who complain that ` they do n't make movies like they used to anymore	2
128732	6924	visual puns	2
56918	2863	of his previous works	2
103178	5442	visceral sensation	3
18546	814	capture the chaos of France	2
65163	3297	Pacino is the best he 's been in years	4
77195	3970	moan	2
108004	5714	my mind	3
155886	8533	that ca n't totally hide its contrivances	1
36753	1742	David Letterman and The Onion have proven	2
95500	4987	with Roger Avary 's uproar against the MPAA	2
88099	4575	about the silences	2
53250	2642	a promise nor	3
36440	1724	and audacious moments	2
10553	446	straight-shooting family film	3
136665	7389	sexual jealousy , resentment	1
64438	3262	the comic opportunities	2
45660	2219	, this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .	0
33319	1561	shallow and immature character	0
92134	4794	of Chinese	2
63281	3200	a filmmaker with a bright future ahead of him	3
119716	6403	rush through the intermediary passages ,	2
72903	3722	of outstanding originality	2
1296	48	honestly , I do n't see the point	0
56394	2827	made , how could it not be ?	2
38949	1857	bewildering	1
136577	7383	can comfortably hold	3
119268	6374	to match that movie 's intermittent moments of inspiration	3
4951	193	to please its intended audience -- children -- without placing their parents in a coma-like state	3
848	31	flick .	2
32031	1499	, soar .	3
67130	3407	snap	2
29601	1372	spiritual film taps	3
816	30	More vaudeville	2
104876	5538	young man 's	3
118300	6320	may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence	1
134066	7236	Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s .	1
25707	1174	understated performances of -LRB- Jack Nicholson 's -RRB- career	1
135441	7315	thin notion	1
120295	6431	fights the good fight in Vietnam	3
113484	6032	for decades	2
39330	1877	are up	2
134550	7259	As saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses .	1
96549	5043	Philadelphia	2
133155	7181	Life or Something Like It has its share of high points ,	3
108907	5765	made all too clear	2
13118	564	the frustration , the awkwardness and	2
38818	1851	the entire family	2
44250	2146	to have Jackie Chan in it	2
127274	6845	at the barbershop	2
42385	2043	a comedy , a romance , a fairy tale , or	2
89954	4681	wing	2
115654	6163	as powerful	2
303	11	of high hilarity	3
20157	896	puzzling real-life happening	2
154576	8452	cross swords with the best of them and	3
135897	7340	sequences that make you	2
81644	4212	serves up a predictable , maudlin story that swipes heavily from Bambi and The Lion King	1
101638	5350	I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .	1
54824	2730	, spoofy update	2
37226	1767	fairly unsettling	2
47884	2335	Graced with the kind of social texture and realism that would be foreign in American teen comedies	4
71490	3646	for Universal Studios and its ancillary products .	2
12411	531	denouements	2
83849	4333	Anne-Sophie Birot 's off-handed way of saying girls find adolescence difficult to wade through	2
151794	8283	messy emotions	2
85560	4424	with lots of laughs	4
34928	1643	about a cricket game	2
2062	78	school	2
111795	5934	Blood Work is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period .	1
29125	1348	shows a level of young , Black manhood that is funny , touching , smart and complicated	4
102288	5382	who escort their little ones to megaplex screenings	2
84898	4390	all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting	1
57538	2903	The Pinochet Case	2
126765	6815	, City By The Sea would slip under the waves .	2
103413	5452	profundities	2
38784	1849	for adults	2
130048	7004	Distinctly sub-par ... more likely to drown a viewer in boredom than to send any shivers down his spine	1
84849	4388	the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .	2
82880	4279	reasonably attractive holiday contraption	3
15916	683	limited but enthusiastic adaptation	2
55623	2778	's at once laughable and compulsively watchable ,	3
155192	8496	a provocateur crashing into ideas and special-interest groups as he slaps together his own brand of liberalism	2
38366	1827	For most movies , 84 minutes is short , but	1
37741	1796	an elegant visual sense	4
93748	4888	the very basic dictums of human decency	2
25022	1141	conventional -- lots of boring talking heads , etc. --	1
1098	40	a date	3
66302	3363	in a fairly irresistible package full of privileged moments and memorable performances	4
120391	6437	is the screenplay	2
90133	4691	we 've got something pretty damn close	2
62115	3141	The setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .	1
58472	2946	obviousness	2
135185	7297	the contest	2
117204	6253	various levels	2
80381	4141	pink	2
84965	4392	Do The Right Thing	2
65002	3290	Brown played in American culture as an athlete , a movie star , and an image of black indomitability	3
73945	3781	greatest date movies	4
116000	6183	that after seeing this movie in IMAX form , you 'll be more acquainted with the tiniest details of Tom Hanks ' face than his wife is	2
38954	1858	schmaltzy and	2
134356	7248	the scarifying	3
133388	7198	A worthy addition to the cinematic canon , which , at last count , numbered 52 different versions	4
27209	1252	types	2
54116	2688	winningly	3
25657	1172	anyone in his right mind	2
107789	5698	a marching band	2
62808	3178	is deadly dull	0
70629	3600	pure finesse	4
52323	2587	fosters	2
55889	2794	of these guys	2
56887	2862	of its gags and observations	1
96995	5069	an after-school special	2
129209	6948	death and mind-numbing indifference	0
28235	1299	relies on personal relationships	2
60292	3044	make them redeemable	2
101873	5362	out in high style	3
137628	7446	Aranda	2
59813	3017	acted and	2
46148	2246	Go for La Salle 's performance	2
36433	1723	ignite Son of the Bride	2
38465	1832	some major alterations	3
117933	6300	Though it lacks the utter authority of a genre gem	1
35984	1699	most brilliant and brutal UK crime film	4
155553	8513	in a past	2
146985	7999	that is worthy of our respect	3
132018	7116	a staggeringly compelling character	4
147901	8048	prison thriller	2
80604	4150	fight off	2
133854	7222	grip	2
77177	3970	parking lots	2
54636	2719	Take any 12-year-old boy to see this picture , and he 'll be your slave for a year	4
45310	2203	a melodramatic , Lifetime Channel-style anthology	2
34603	1626	Moore	2
78096	4018	heaps	3
128046	6888	good than great	3
102035	5371	our action-and-popcorn obsessed culture	2
45230	2197	the age of 12	2
89048	4628	letting go at all the wrong moments	1
5140	202	neither is well told	1
150452	8197	things ,	2
155891	8533	, but it at least calls attention to a problem Hollywood too long has ignored	2
59320	2992	it 's a riot to see Rob Schneider in a young woman 's clothes	3
104469	5513	for an intelligent weepy	3
140409	7620	is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans .	4
140502	7624	bucked the odds	3
52566	2602	about the new Rob Schneider vehicle	2
120069	6421	Greatest Musicians	3
79897	4116	clearly mythic	2
14899	640	can tell it 's not all new	2
10343	434	sex-in-the-city	2
135180	7297	this sappy script	2
115414	6149	the greatest natural sportsmen of modern times	4
19159	840	more special	2
149283	8123	the filmmakers were worried	1
33783	1588	a rushed , slapdash , sequel-for-the-sake - of-a-sequel	0
122346	6558	articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .	3
108582	5746	young people	2
75027	3847	elegance and	3
16191	699	to be truly prurient .	2
3664	138	end up	2
133278	7191	full scale WWII flick	2
132630	7152	by the Sea swings from one	2
1623	60	into a smart new comedy	3
32930	1542	its principal characters	2
89854	4676	Vincent tick , but perhaps	2
6406	254	handsome	2
47178	2299	feel sorry for Mick Jagger 's sex life	1
54553	2712	She allows each character to confront their problems openly and honestly .	3
37568	1785	if minor ,	2
50672	2492	examines Crane 's decline with unblinking candor .	3
16939	734	just goes to show	2
64342	3257	movie that	2
36785	1743	just have problems , which are neither original nor are presented in convincing way .	1
151001	8231	the Kissinger should be tried as a war criminal	2
11255	484	experiences	2
126522	6803	a gamble and last orders are to be embraced	3
11165	479	ferocity	2
138554	7504	visceral kick	2
12633	543	most Hollywood romantic comedies	1
34874	1641	the familiar	2
48791	2382	morning	2
36415	1722	chases for an hour and then gives us half an hour of car chases	2
101669	5351	has not a trace of humanity or empathy	1
77035	3962	'' were , what `` they '' looked like	2
119732	6403	of the plot device	2
90440	4707	skid-row	1
928	34	's going on here	2
144304	7834	infants	2
39769	1900	fetishism	2
42582	2054	The art direction and costumes are gorgeous and finely detailed , and	3
71908	3671	What Antwone Fisher is n't	2
21990	986	Ayurveda	2
65880	3341	the real-life story to portray themselves in the film	2
44374	2150	which are as maudlin as any after-school special you can imagine	2
143514	7789	is a likable story , told with competence .	3
129905	6993	they live together	2
86552	4482	According to the script	2
100107	5252	each other 's existence	2
42001	2021	is off-putting , to say the least , not to mention inappropriate and wildly undeserved	2
22132	992	bitterly forsaken	2
123584	6636	Addams	2
96733	5052	's so poorly made , on all levels , that it does n't even qualify as a spoof of such	0
154728	8462	personal policy	2
151094	8236	bedevilling the modern masculine journey	2
10288	433	A serviceable Euro-trash action extravaganza ,	3
48053	2343	the greatest plays of the last 100 years	3
136494	7380	in any language ,	2
6300	251	beautifully sung	3
95434	4985	its animatronic roots	2
40676	1948	win you	2
151667	8274	this franchise ever	2
27488	1263	falters in its recycled aspects , implausibility , and sags in pace	1
6900	276	her husband	2
104081	5488	boho art-house crowd	2
18959	832	silent movies	2
148759	8092	the emotional heart	3
19271	845	they 've told a nice little story in the process	2
52669	2608	that , come to think of it , the day-old shelf would be a more appropriate location to store it	1
65629	3326	as intelligent	3
5724	227	imagine	2
152128	8300	a diverting -- if predictable -- adventure suitable for a matinee	3
149225	8120	whole show	2
145998	7940	depends if you believe that the shocking conclusion is too much of a plunge or not .	2
61868	3128	Too silly to take seriously .	1
90157	4692	wind up together	2
41244	1978	screenwriters just	2
85900	4445	the couch of Dr. Freud	2
110655	5864	of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination	1
15075	648	turn on a dime from oddly humorous to tediously sentimental	2
7791	316	all the alacrity of their Hollywood counterparts	2
36826	1744	the writers '	2
33093	1551	avoid this like the dreaded King Brown snake	0
11015	470	awareness	2
58380	2942	magnificent landscape to create a feature film that is wickedly fun to watch	4
4615	175	lots	2
77774	3999	curmudgeon	2
75592	3875	fare , with enough creative energy and wit to entertain all ages	3
70209	3575	how much good	2
38661	1843	as a nifty plot line in Steven Soderbergh 's Traffic fails to arrive at any satisfying destination	1
5883	235	random , superficial humour	1
95066	4958	so frequently	2
72574	3707	make ordinary life survivable	2
92144	4795	penned by a man who has little clue about either the nature of women or of friendship .	0
102510	5396	be what 's attracting audiences to Unfaithful	2
8417	349	schematic	2
35245	1656	Western backwater	2
102063	5372	celebrates the hardy spirit of Cuban music	3
30900	1438	dynamite	2
104190	5495	miss something	2
96949	5068	A weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern L.A. 's show-biz and media subcultures .	3
19426	852	he might have been tempted to change his landmark poem to ,	2
97617	5107	slasher-movie nonsense	2
137296	7429	with its template	2
103770	5471	But this is not a movie about an inhuman monster	2
75462	3869	vehicle to showcase the Canadian 's inane ramblings	0
152943	8348	it ca n't help but engage an audience	4
49612	2431	This sort of cute and cloying material is far from Zhang 's forte and	1
90572	4715	The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling	3
39156	1868	credited	2
139798	7586	completists only	2
45512	2212	, Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .	2
40378	1932	by Taylor 's cartoonish performance and the film 's ill-considered notion	1
9138	381	will take away	2
12886	553	for very little	2
63514	3214	of the finest films of the year	4
56772	2853	date from Hong Kong 's versatile Stanley Kwan	2
5312	210	staring into an open wound	2
59497	3000	stagings	2
154025	8415	-- the R rating is for brief nudity and a grisly corpse --	2
44112	2137	Pretty Woman	2
74599	3825	at relationships minus traditional gender roles	2
149637	8145	plenty of funny movies	3
